train_accuracy,test_accuracy,train_ham_accuracy,test_ham_accuracy,train_spam_accuracy,test_spam_accuracy
0.28140706719092823,0.2814096252968089,0.17699533776986465,0.17703617654585677,0.9558154320758124,0.9552295423806758
0.4684133479099996,0.4675196103035334,0.4006948249695039,0.4004869259139703,0.9058751862495728,0.9009204301841459
0.8864562356011344,0.8836981911546109,0.9355640148935214,0.933009338668904,0.5691971521994137,0.5629836820510772
0.9063173821177075,0.9041588643719877,0.9328727216831559,0.9308985392117461,0.7347614673088839,0.7291755078678628
0.9466580195591924,0.9413138742495321,0.9592159937079506,0.956092029686762,0.8655064702321678,0.8445330580572111
0.9603374479672272,0.9526199622915902,0.9655038843048545,0.9606148059007303,0.9269509739228574,0.8992284443262124
0.9773670850233505,0.9648233946577609,0.9799660132446899,0.9724159949320466,0.9605929936480665,0.9151319898366946
