train_accuracy,test_accuracy,train_ham_accuracy,test_ham_accuracy,train_spam_accuracy,test_spam_accuracy
0.8659368285251942,0.8659369510241115,1.0,1.0,0.0,0.0
0.8914413440969472,0.8912427688011171,0.9952332769211918,0.9952427621577462,0.22102859064619937,0.21919514458215836
0.9190994984730689,0.9131380990070976,0.990557706972926,0.9869216212993308,0.45748651196746176,0.43368248068923554
0.9415729675751366,0.93593045179308,0.991639699605447,0.9865121768245497,0.6181294743627348,0.6062029266449408
0.9606764031797705,0.9522625045848537,0.9915256949306798,0.9856870149014032,0.7613967662359655,0.7348206032004192
0.967875074417752,0.9590812275181303,0.9957390822459213,0.9912648510621468,0.7878855113569123,0.7494916542316623
0.9717835245758536,0.9608765596545755,0.9973979485612338,0.9914846233265884,0.806297479438323,0.761389256386995
