,Total,ham,spam
0,0.9064207377866401,0.9997240110395584,0.2982008995502249
1,0.8963310069790626,0.9998390064397423,0.22158920539730134
2,0.8889930209371885,0.9999080036798528,0.16596701649175413
3,0.8861615154536391,0.9999080036798528,0.14467766116941533
4,0.8847258225324026,0.9999080036798528,0.1338830584707646
5,0.8844865403788633,0.9999540018399264,0.131784107946027
6,0.8844865403788633,0.9999770009199633,0.13163418290854573
